id,ground_truth_action,ground_truth_product,ground_truth_quantity,tier_0_clean,tier_1_lexical,tier_2_conversational,tier_3_cognitive
cmd_0581,add,coffee beans,4,Add 4 coffee beans.,add 4 coff beans,"I was thinking, maybe add 4 coffee beans to the list.","I need 6 coffee beans, hold on, change that to 4."
cmd_0582,remove,pasta,3,Remove 3 pasta.,remove 3 pasta rn,"Alright, so I also want to remove 3 pasta.","Put 4 pasta in there... actually no, remove 3 instead."
cmd_0583,remove,trash bags,10,Remove 10 trash bags.,remove 10 trash bags,"Alright, so I also want to remove 10 trash bags.","I need 9 trash bags, hold on, change that to 10."
cmd_0584,update,AA batteries,1,Update AA batteries to 1.,update aa batteries to 1 rn,"I was thinking, maybe update 1 AA batteries to the list.","Update AA batteries, let's say 4 of them... wait, double check that, just do 1."
cmd_0585,remove,toothbrush,8,Remove 8 toothbrush.,rmov 8 toothbrush rn,"Oh, I almost forgot, please remove 8 toothbrush.","Put 7 toothbrush in there... actually no, remove 8 instead."
cmd_0586,remove,cat litter,4,Remove 4 cat litter.,remove 4 cat litter pls,"Umm, could you go ahead and remove 4 cat litter?","Put 6 cat litter in there... actually no, remove 4 instead."
cmd_0587,remove,salmon fillet,8,Remove 8 salmon fillet.,remv 8 salmon fillet,"Uhm, let me see... could you please remove 8 salmon fillet?","Remove 6 salmon fillet... wait, actually make it 8."
cmd_0588,add,laundry detergent,4,Add 4 laundry detergent.,add 4 laundry detergent,"Oh, I almost forgot, please add 4 laundry detergent.","Add 2 laundry detergent... wait, actually make it 4."
cmd_0589,remove,olive oil,10,Remove 10 olive oil.,remove 10 olive il pls,"Hey, I changed my mind, can you remove 10 olive oil?","Remove olive oil, let's say 13 of them... wait, double check that, just do 10."
cmd_0590,remove,black pepper,3,Remove 3 black pepper.,rmove 3 black pepper rn,"So, uh, for the black pepper, let's remove 3.","I need 5 black pepper, hold on, change that to 3."
cmd_0591,remove,frozen pizza,5,Remove 5 frozen pizza.,remove 5 frzen pizza,"I was thinking, maybe remove 5 frozen pizza to the list.","Remove 7 frozen pizza... wait, actually make it 5."
cmd_0592,add,cheddar cheese,1,Add 1 cheddar cheese.,add 1 cheddar cheese,"Alright, so I also want to add 1 cheddar cheese.","Add cheddar cheese, let's say 3 of them... wait, double check that, just do 1."
cmd_0593,remove,dog food,9,Remove 9 dog food.,remove 9 dog food pls,"Uhm, let me see... could you please remove 9 dog food?","I need 8 dog food, hold on, change that to 9."
cmd_0594,add,AA batteries,9,Add 9 AA batteries.,add 9 aa batteries rn,"Oh, I almost forgot, please add 9 AA batteries.","Put 12 AA batteries in there... actually no, add 9 instead."
cmd_0595,remove,Greek yogurt,4,Remove 4 Greek yogurt.,remove 4 greek ygrt,"Uhm, let me see... could you please remove 4 Greek yogurt?","Put 5 Greek yogurt in there... actually no, remove 4 instead."
cmd_0596,add,apples,8,Add 8 apples.,add 8 apples,"Uhm, let me see... could you please add 8 apples?","Add 9 apples... wait, actually make it 8."
cmd_0597,update,frozen pizza,8,Update frozen pizza to 8.,update frozen pizza to 8 pls,"Uhm, let me see... could you please update 8 frozen pizza?","I need 9 frozen pizza, hold on, change that to 8."
cmd_0598,add,bird seed,2,Add 2 bird seed.,add 2 bird seed,"Uhm, let me see... could you please add 2 bird seed?","Put 1 bird seed in there... actually no, add 2 instead."
cmd_0599,remove,pet treats,7,Remove 7 pet treats.,remove 7 pet treats,"I was thinking, maybe remove 7 pet treats to the list.","Put 10 pet treats in there... actually no, remove 7 instead."
cmd_0600,remove,toothpaste,2,Remove 2 toothpaste.,remove 2 toothpaste,"Umm, could you go ahead and remove 2 toothpaste?","Remove toothpaste, let's say 5 of them... wait, double check that, just do 2."
cmd_0601,add,fish flakes,7,Add 7 fish flakes.,add 7 fish flakes pls,"So, uh, for the fish flakes, let's add 7.","Put 9 fish flakes in there... actually no, add 7 instead."
cmd_0602,update,toothbrush,3,Update toothbrush to 3.,update toothbrush to 3 rn,"Oh, I almost forgot, please update 3 toothbrush.","I need 5 toothbrush, hold on, change that to 3."
cmd_0603,add,eggs,5,Add 5 eggs.,add 5 eggs pls,"Uhm, let me see... could you please add 5 eggs?","Add 3 eggs... wait, actually make it 5."
cmd_0604,update,sugar,7,Update sugar to 7.,updt sugar to 7 rn,"I was thinking, maybe update 7 sugar to the list.","Put 9 sugar in there... actually no, update 7 instead."
cmd_0605,add,coffee beans,1,Add 1 coffee beans.,add 1 coffee beans,"Umm, could you go ahead and add 1 coffee beans?","I need 2 coffee beans, hold on, change that to 1."
cmd_0606,add,headphones,3,Add 3 headphones.,add 3 headphones,"Uhm, let me see... could you please add 3 headphones?","Add headphones, let's say 1 of them... wait, double check that, just do 3."
cmd_0607,add,whole milk,3,Add 3 whole milk.,add 3 whole milk,"So, uh, for the whole milk, let's add 3.","I need 6 whole milk, hold on, change that to 3."
cmd_0608,update,toothbrush,7,Update toothbrush to 7.,update toothbrsh to 7 pls,"Alright, so I also want to update 7 toothbrush.","Put 6 toothbrush in there... actually no, update 7 instead."
cmd_0609,remove,shampoo,9,Remove 9 shampoo.,remove 9 shamp,"Umm, could you go ahead and remove 9 shampoo?","Put 8 shampoo in there... actually no, remove 9 instead."
cmd_0610,remove,ground beef,7,Remove 7 ground beef.,remv 7 ground beef,"So, uh, for the ground beef, let's remove 7.","Remove ground beef, let's say 5 of them... wait, double check that, just do 7."
cmd_0611,remove,tomato sauce,9,Remove 9 tomato sauce.,remove 9 tomato sauce,"Umm, could you go ahead and remove 9 tomato sauce?","Remove tomato sauce, let's say 7 of them... wait, double check that, just do 9."
cmd_0612,update,paper towels,9,Update paper towels to 9.,updte paper towels to 9 rn,"So, uh, for the paper towels, let's update 9.","Update paper towels, let's say 8 of them... wait, double check that, just do 9."
cmd_0613,remove,salt,4,Remove 4 salt.,remove 4 salt,"I was thinking, maybe remove 4 salt to the list.","Put 6 salt in there... actually no, remove 4 instead."
cmd_0614,remove,cat litter,7,Remove 7 cat litter.,remove 7 cat litter,"Oh, I almost forgot, please remove 7 cat litter.","Put 6 cat litter in there... actually no, remove 7 instead."
cmd_0615,remove,body wash,2,Remove 2 body wash.,remove 2 bdy wash,"Hey, I changed my mind, can you remove 2 body wash?","Remove 5 body wash... wait, actually make it 2."
cmd_0616,add,dish soap,5,Add 5 dish soap.,add 5 dish soap pls,"Uhm, let me see... could you please add 5 dish soap?","Add dish soap, let's say 6 of them... wait, double check that, just do 5."
cmd_0617,add,frozen pizza,4,Add 4 frozen pizza.,add 4 frozen pizza rn,"Umm, could you go ahead and add 4 frozen pizza?","Put 5 frozen pizza in there... actually no, add 4 instead."
cmd_0618,update,olive oil,10,Update olive oil to 10.,update olive oil to 10 rn,"Uhm, let me see... could you please update 10 olive oil?","Update 13 olive oil... wait, actually make it 10."
cmd_0619,update,gluten-free bread,9,Update gluten-free bread to 9.,updt gluten-free bread to 9 pls,"I was thinking, maybe update 9 gluten-free bread to the list.","I need 10 gluten-free bread, hold on, change that to 9."
cmd_0620,add,orange juice,4,Add 4 orange juice.,add 4 orange juice,"Umm, could you go ahead and add 4 orange juice?","Add 3 orange juice... wait, actually make it 4."
cmd_0621,remove,sponge,7,Remove 7 sponge.,remove 7 spnge pls,"Oh, I almost forgot, please remove 7 sponge.","Remove sponge, let's say 9 of them... wait, double check that, just do 7."
cmd_0622,remove,black pepper,9,Remove 9 black pepper.,remove 9 black pppr pls,"So, uh, for the black pepper, let's remove 9.","Put 11 black pepper in there... actually no, remove 9 instead."
cmd_0623,remove,dark chocolate bar,7,Remove 7 dark chocolate bar.,remove 7 dark chocolate br,"Umm, could you go ahead and remove 7 dark chocolate bar?","Remove dark chocolate bar, let's say 8 of them... wait, double check that, just do 7."
cmd_0624,remove,toothbrush,9,Remove 9 toothbrush.,remove 9 toothbrush,"Umm, could you go ahead and remove 9 toothbrush?","Put 12 toothbrush in there... actually no, remove 9 instead."
cmd_0625,update,coffee beans,8,Update coffee beans to 8.,update coffee beans to 8,"I was thinking, maybe update 8 coffee beans to the list.","Put 10 coffee beans in there... actually no, update 8 instead."
cmd_0626,remove,apples,1,Remove 1 apples.,remove 1 apples,"Umm, could you go ahead and remove 1 apples?","Put 2 apples in there... actually no, remove 1 instead."
cmd_0627,add,olive oil,9,Add 9 olive oil.,add 9 olive l pls,"Oh, I almost forgot, please add 9 olive oil.","Add olive oil, let's say 10 of them... wait, double check that, just do 9."
cmd_0628,update,orange juice,1,Update orange juice to 1.,update orange juice to 1,"Umm, could you go ahead and update 1 orange juice?","Update orange juice, let's say 3 of them... wait, double check that, just do 1."
cmd_0629,remove,t-shirt,10,Remove 10 t-shirt.,remove 10 t-shirt,"So, uh, for the t-shirt, let's remove 10.","I need 11 t-shirt, hold on, change that to 10."
cmd_0630,update,dog food,10,Update dog food to 10.,update dog food to 10,"So, uh, for the dog food, let's update 10.","Update 12 dog food... wait, actually make it 10."
cmd_0631,add,dog food,7,Add 7 dog food.,add 7 dog food,"So, uh, for the dog food, let's add 7.","Add dog food, let's say 10 of them... wait, double check that, just do 7."
cmd_0632,update,chicken breast,9,Update chicken breast to 9.,update chicken breast to 9,"I was thinking, maybe update 9 chicken breast to the list.","Put 11 chicken breast in there... actually no, update 9 instead."
cmd_0633,add,olive oil,3,Add 3 olive oil.,add 3 olive oil,"Alright, so I also want to add 3 olive oil.","Add 5 olive oil... wait, actually make it 3."
cmd_0634,update,AA batteries,9,Update AA batteries to 9.,update aa batteries to 9 rn,"Hey, I changed my mind, can you update 9 AA batteries?","I need 7 AA batteries, hold on, change that to 9."
cmd_0635,remove,sponge,5,Remove 5 sponge.,remove 5 spnge,"So, uh, for the sponge, let's remove 5.","Put 4 sponge in there... actually no, remove 5 instead."
cmd_0636,update,tomato sauce,1,Update tomato sauce to 1.,updat tomato sauce to 1,"I was thinking, maybe update 1 tomato sauce to the list.","Put 4 tomato sauce in there... actually no, update 1 instead."
cmd_0637,add,olive oil,8,Add 8 olive oil.,add 8 liv oil,"So, uh, for the olive oil, let's add 8.","Add 11 olive oil... wait, actually make it 8."
cmd_0638,update,salt,5,Update salt to 5.,update salt to 5,"Umm, could you go ahead and update 5 salt?","Update 3 salt... wait, actually make it 5."
cmd_0639,add,frozen pizza,9,Add 9 frozen pizza.,add 9 frozen pizz pls,"Umm, could you go ahead and add 9 frozen pizza?","Add 8 frozen pizza... wait, actually make it 9."
cmd_0640,remove,headphones,4,Remove 4 headphones.,remove 4 headphones pls,"Umm, could you go ahead and remove 4 headphones?","I need 7 headphones, hold on, change that to 4."
cmd_0641,remove,salmon fillet,1,Remove 1 salmon fillet.,remove 1 salmon fillt rn,"Uhm, let me see... could you please remove 1 salmon fillet?","Put 4 salmon fillet in there... actually no, remove 1 instead."
cmd_0642,remove,cheddar cheese,3,Remove 3 cheddar cheese.,remove 3 cheddar cheese pls,"Umm, could you go ahead and remove 3 cheddar cheese?","Put 4 cheddar cheese in there... actually no, remove 3 instead."
cmd_0643,add,dog food,1,Add 1 dog food.,add 1 dog food pls,"Oh, I almost forgot, please add 1 dog food.","Add 3 dog food... wait, actually make it 1."
cmd_0644,add,t-shirt,10,Add 10 t-shirt.,add 10 t-shirt rn,"Uhm, let me see... could you please add 10 t-shirt?","Add t-shirt, let's say 11 of them... wait, double check that, just do 10."
cmd_0645,update,green tea,2,Update green tea to 2.,update green tea to 2,"Hey, I changed my mind, can you update 2 green tea?","Put 5 green tea in there... actually no, update 2 instead."
cmd_0646,remove,ground beef,7,Remove 7 ground beef.,remove 7 ground beef pls,"Umm, could you go ahead and remove 7 ground beef?","Put 6 ground beef in there... actually no, remove 7 instead."
cmd_0647,update,sugar,9,Update sugar to 9.,update sugr to 9 pls,"Alright, so I also want to update 9 sugar.","I need 10 sugar, hold on, change that to 9."
cmd_0648,update,trash bags,6,Update trash bags to 6.,update trash bags to 6 rn,"Uhm, let me see... could you please update 6 trash bags?","Update 8 trash bags... wait, actually make it 6."
cmd_0649,add,cat litter,9,Add 9 cat litter.,add 9 cat litter,"So, uh, for the cat litter, let's add 9.","Add cat litter, let's say 10 of them... wait, double check that, just do 9."
cmd_0650,remove,t-shirt,6,Remove 6 t-shirt.,remove 6 t-shirt pls,"I was thinking, maybe remove 6 t-shirt to the list.","Remove 5 t-shirt... wait, actually make it 6."
cmd_0651,update,pasta,1,Update pasta to 1.,update pasta to 1,"Umm, could you go ahead and update 1 pasta?","Update 3 pasta... wait, actually make it 1."
cmd_0652,update,avocado,8,Update avocado to 8.,update avocado to 8 rn,"Oh, I almost forgot, please update 8 avocado.","Update 6 avocado... wait, actually make it 8."
cmd_0653,remove,sponge,4,Remove 4 sponge.,remove 4 spong rn,"Umm, could you go ahead and remove 4 sponge?","Put 5 sponge in there... actually no, remove 4 instead."
cmd_0654,add,tomato sauce,6,Add 6 tomato sauce.,add 6 tomato sauce pls,"Oh, I almost forgot, please add 6 tomato sauce.","Add 8 tomato sauce... wait, actually make it 6."
cmd_0655,remove,ground beef,9,Remove 9 ground beef.,remove 9 ground beef,"Uhm, let me see... could you please remove 9 ground beef?","Put 12 ground beef in there... actually no, remove 9 instead."
cmd_0656,update,Greek yogurt,3,Update Greek yogurt to 3.,update greek yogurt to 3 pls,"I was thinking, maybe update 3 Greek yogurt to the list.","I need 1 Greek yogurt, hold on, change that to 3."
cmd_0657,update,chicken breast,8,Update chicken breast to 8.,updat chicken breast to 8 rn,"Umm, could you go ahead and update 8 chicken breast?","Update chicken breast, let's say 10 of them... wait, double check that, just do 8."
cmd_0658,remove,balsamic vinegar,1,Remove 1 balsamic vinegar.,remove 1 balsamic vinegar rn,"Hey, I changed my mind, can you remove 1 balsamic vinegar?","Remove 2 balsamic vinegar... wait, actually make it 1."
cmd_0659,update,avocado,4,Update avocado to 4.,update avocado to 4 pls,"So, uh, for the avocado, let's update 4.","Update 2 avocado... wait, actually make it 4."
cmd_0660,add,pasta,7,Add 7 pasta.,add 7 pasta rn,"Uhm, let me see... could you please add 7 pasta?","Put 9 pasta in there... actually no, add 7 instead."
cmd_0661,remove,dark chocolate bar,6,Remove 6 dark chocolate bar.,remove 6 drk chocolate bar pls,"Uhm, let me see... could you please remove 6 dark chocolate bar?","Remove dark chocolate bar, let's say 4 of them... wait, double check that, just do 6."
cmd_0662,remove,body wash,2,Remove 2 body wash.,remove 2 body wsh rn,"Uhm, let me see... could you please remove 2 body wash?","Remove 5 body wash... wait, actually make it 2."
cmd_0663,remove,trash bags,7,Remove 7 trash bags.,rmov 7 trash bags,"So, uh, for the trash bags, let's remove 7.","Remove trash bags, let's say 5 of them... wait, double check that, just do 7."
cmd_0664,update,laundry detergent,10,Update laundry detergent to 10.,updat lundry detergent to 10,"Alright, so I also want to update 10 laundry detergent.","Put 9 laundry detergent in there... actually no, update 10 instead."
cmd_0665,add,gluten-free bread,1,Add 1 gluten-free bread.,add 1 gluten-free bread,"Umm, could you go ahead and add 1 gluten-free bread?","Put 3 gluten-free bread in there... actually no, add 1 instead."
cmd_0666,remove,winter jacket,10,Remove 10 winter jacket.,remove 10 wntr jckt,"Hey, I changed my mind, can you remove 10 winter jacket?","Put 9 winter jacket in there... actually no, remove 10 instead."
cmd_0667,add,laundry detergent,4,Add 4 laundry detergent.,add 4 laundry detergent,"So, uh, for the laundry detergent, let's add 4.","I need 7 laundry detergent, hold on, change that to 4."
cmd_0668,remove,laundry detergent,3,Remove 3 laundry detergent.,rmve 3 laundry detergent rn,"Alright, so I also want to remove 3 laundry detergent.","Remove laundry detergent, let's say 4 of them... wait, double check that, just do 3."
cmd_0669,add,coffee beans,3,Add 3 coffee beans.,add 3 coffe beans,"So, uh, for the coffee beans, let's add 3.","Add 1 coffee beans... wait, actually make it 3."
cmd_0670,add,wireless mouse,5,Add 5 wireless mouse.,add 5 wireless mouse rn,"Uhm, let me see... could you please add 5 wireless mouse?","I need 4 wireless mouse, hold on, change that to 5."
cmd_0671,add,avocado,3,Add 3 avocado.,add 3 vocad,"Oh, I almost forgot, please add 3 avocado.","Add avocado, let's say 6 of them... wait, double check that, just do 3."
cmd_0672,update,Greek yogurt,2,Update Greek yogurt to 2.,updt greek yogurt to 2 pls,"Umm, could you go ahead and update 2 Greek yogurt?","Put 5 Greek yogurt in there... actually no, update 2 instead."
cmd_0673,update,jeans,3,Update jeans to 3.,update jns to 3 rn,"Uhm, let me see... could you please update 3 jeans?","Update 5 jeans... wait, actually make it 3."
cmd_0674,add,olive oil,7,Add 7 olive oil.,add 7 olive oil,"So, uh, for the olive oil, let's add 7.","Add olive oil, let's say 10 of them... wait, double check that, just do 7."
cmd_0675,update,tomato sauce,8,Update tomato sauce to 8.,update tomato sauce to 8 pls,"Hey, I changed my mind, can you update 8 tomato sauce?","Put 10 tomato sauce in there... actually no, update 8 instead."
cmd_0676,remove,headphones,5,Remove 5 headphones.,remove 5 hadphons pls,"Umm, could you go ahead and remove 5 headphones?","Put 6 headphones in there... actually no, remove 5 instead."
cmd_0677,update,gluten-free bread,8,Update gluten-free bread to 8.,update gluten-free bread to 8 rn,"Uhm, let me see... could you please update 8 gluten-free bread?","Update gluten-free bread, let's say 7 of them... wait, double check that, just do 8."
cmd_0678,add,running shoes,2,Add 2 running shoes.,add 2 running shoes,"Hey, I changed my mind, can you add 2 running shoes?","Add 4 running shoes... wait, actually make it 2."
cmd_0679,add,sponge,1,Add 1 sponge.,add 1 sponge pls,"I was thinking, maybe add 1 sponge to the list.","Put 2 sponge in there... actually no, add 1 instead."
cmd_0680,update,tofu,3,Update tofu to 3.,update tofu to 3 pls,"So, uh, for the tofu, let's update 3.","I need 4 tofu, hold on, change that to 3."
cmd_0681,remove,coffee beans,10,Remove 10 coffee beans.,remove 10 coffee beans,"Hey, I changed my mind, can you remove 10 coffee beans?","Put 9 coffee beans in there... actually no, remove 10 instead."
cmd_0682,remove,laptop sleeve,9,Remove 9 laptop sleeve.,remove 9 laptop sleeve rn,"Oh, I almost forgot, please remove 9 laptop sleeve.","Remove laptop sleeve, let's say 8 of them... wait, double check that, just do 9."
cmd_0683,update,green tea,4,Update green tea to 4.,update green tea to 4,"Alright, so I also want to update 4 green tea.","I need 5 green tea, hold on, change that to 4."
cmd_0684,add,green tea,7,Add 7 green tea.,add 7 green tea rn,"Oh, I almost forgot, please add 7 green tea.","Put 5 green tea in there... actually no, add 7 instead."
cmd_0685,add,laundry detergent,10,Add 10 laundry detergent.,add 10 laundry detergent rn,"Alright, so I also want to add 10 laundry detergent.","Add laundry detergent, let's say 8 of them... wait, double check that, just do 10."
cmd_0686,add,pasta,2,Add 2 pasta.,add 2 pasta rn,"I was thinking, maybe add 2 pasta to the list.","Put 5 pasta in there... actually no, add 2 instead."
cmd_0687,add,body wash,10,Add 10 body wash.,add 10 bdy wash pls,"I was thinking, maybe add 10 body wash to the list.","Add 13 body wash... wait, actually make it 10."
cmd_0688,remove,dark chocolate bar,6,Remove 6 dark chocolate bar.,remove 6 dark chocolate bar,"Uhm, let me see... could you please remove 6 dark chocolate bar?","Put 8 dark chocolate bar in there... actually no, remove 6 instead."
cmd_0689,add,headphones,5,Add 5 headphones.,add 5 headphones,"Umm, could you go ahead and add 5 headphones?","Add headphones, let's say 4 of them... wait, double check that, just do 5."
cmd_0690,remove,wireless mouse,1,Remove 1 wireless mouse.,remove 1 wireless mouse pls,"So, uh, for the wireless mouse, let's remove 1.","Remove wireless mouse, let's say 4 of them... wait, double check that, just do 1."
cmd_0691,remove,black pepper,10,Remove 10 black pepper.,remv 10 black pepper,"Oh, I almost forgot, please remove 10 black pepper.","Remove black pepper, let's say 9 of them... wait, double check that, just do 10."
cmd_0692,add,usb-c cable,10,Add 10 usb-c cable.,add 10 usb-c cble rn,"Oh, I almost forgot, please add 10 usb-c cable.","I need 9 usb-c cable, hold on, change that to 10."
cmd_0693,update,garlic,5,Update garlic to 5.,update grlc to 5 rn,"So, uh, for the garlic, let's update 5.","Update 3 garlic... wait, actually make it 5."
cmd_0694,update,pet treats,6,Update pet treats to 6.,update pet treats to 6,"Alright, so I also want to update 6 pet treats.","I need 8 pet treats, hold on, change that to 6."
cmd_0695,update,coffee beans,4,Update coffee beans to 4.,update coffe beans to 4 rn,"Alright, so I also want to update 4 coffee beans.","Update coffee beans, let's say 3 of them... wait, double check that, just do 4."
cmd_0696,remove,AA batteries,3,Remove 3 AA batteries.,remove 3 aa btteres pls,"Alright, so I also want to remove 3 AA batteries.","Put 4 AA batteries in there... actually no, remove 3 instead."
cmd_0697,add,dog food,1,Add 1 dog food.,add 1 dog fd,"Uhm, let me see... could you please add 1 dog food?","I need 3 dog food, hold on, change that to 1."
cmd_0698,remove,dark chocolate bar,10,Remove 10 dark chocolate bar.,rmv 10 dark choclate bar pls,"Uhm, let me see... could you please remove 10 dark chocolate bar?","Put 9 dark chocolate bar in there... actually no, remove 10 instead."
cmd_0699,add,green tea,9,Add 9 green tea.,add 9 green te rn,"Hey, I changed my mind, can you add 9 green tea?","I need 7 green tea, hold on, change that to 9."
cmd_0700,remove,usb-c cable,1,Remove 1 usb-c cable.,remove 1 usb-c cable pls,"Oh, I almost forgot, please remove 1 usb-c cable.","I need 2 usb-c cable, hold on, change that to 1."
cmd_0701,add,Greek yogurt,4,Add 4 Greek yogurt.,add 4 greek yogurt,"Oh, I almost forgot, please add 4 Greek yogurt.","Put 7 Greek yogurt in there... actually no, add 4 instead."
cmd_0702,remove,bananas,10,Remove 10 bananas.,remove 10 bananas,"Hey, I changed my mind, can you remove 10 bananas?","Put 11 bananas in there... actually no, remove 10 instead."
cmd_0703,update,fish flakes,6,Update fish flakes to 6.,update fish flaks to 6,"I was thinking, maybe update 6 fish flakes to the list.","Put 4 fish flakes in there... actually no, update 6 instead."
cmd_0704,add,frozen pizza,2,Add 2 frozen pizza.,add 2 frozen pizza pls,"So, uh, for the frozen pizza, let's add 2.","I need 4 frozen pizza, hold on, change that to 2."
cmd_0705,add,cheddar cheese,7,Add 7 cheddar cheese.,add 7 cheddar cheese,"So, uh, for the cheddar cheese, let's add 7.","I need 6 cheddar cheese, hold on, change that to 7."
cmd_0706,remove,conditioner,1,Remove 1 conditioner.,remove 1 conditioner pls,"Uhm, let me see... could you please remove 1 conditioner?","I need 3 conditioner, hold on, change that to 1."
cmd_0707,remove,t-shirt,4,Remove 4 t-shirt.,remove 4 t-shirt pls,"I was thinking, maybe remove 4 t-shirt to the list.","Remove t-shirt, let's say 3 of them... wait, double check that, just do 4."
cmd_0708,update,paper towels,3,Update paper towels to 3.,update pper twels to 3,"Hey, I changed my mind, can you update 3 paper towels?","Update 2 paper towels... wait, actually make it 3."
cmd_0709,remove,cat litter,8,Remove 8 cat litter.,remove 8 cat litter,"So, uh, for the cat litter, let's remove 8.","Remove 10 cat litter... wait, actually make it 8."
cmd_0710,remove,coffee beans,7,Remove 7 coffee beans.,remv 7 coffee beans pls,"Alright, so I also want to remove 7 coffee beans.","Remove 9 coffee beans... wait, actually make it 7."
cmd_0711,remove,tofu,9,Remove 9 tofu.,rmove 9 tofu rn,"Hey, I changed my mind, can you remove 9 tofu?","Put 11 tofu in there... actually no, remove 9 instead."
cmd_0712,add,wireless mouse,1,Add 1 wireless mouse.,add 1 wireless mouse,"I was thinking, maybe add 1 wireless mouse to the list.","Add wireless mouse, let's say 2 of them... wait, double check that, just do 1."
cmd_0713,remove,winter jacket,10,Remove 10 winter jacket.,rmve 10 wntr jacket,"I was thinking, maybe remove 10 winter jacket to the list.","I need 12 winter jacket, hold on, change that to 10."
cmd_0714,update,dark chocolate bar,7,Update dark chocolate bar to 7.,update dark chocolate bar to 7,"I was thinking, maybe update 7 dark chocolate bar to the list.","I need 6 dark chocolate bar, hold on, change that to 7."
cmd_0715,update,black pepper,3,Update black pepper to 3.,update black pepper to 3,"Alright, so I also want to update 3 black pepper.","Update 5 black pepper... wait, actually make it 3."
cmd_0716,update,wireless mouse,7,Update wireless mouse to 7.,updat wireless mouse to 7,"I was thinking, maybe update 7 wireless mouse to the list.","Update 5 wireless mouse... wait, actually make it 7."
cmd_0717,update,ground beef,6,Update ground beef to 6.,update ground beef to 6 pls,"Hey, I changed my mind, can you update 6 ground beef?","Update 8 ground beef... wait, actually make it 6."
cmd_0718,add,Greek yogurt,7,Add 7 Greek yogurt.,add 7 greek yogrt pls,"Hey, I changed my mind, can you add 7 Greek yogurt?","Add 10 Greek yogurt... wait, actually make it 7."
cmd_0719,remove,ground beef,4,Remove 4 ground beef.,remov 4 ground beef,"Oh, I almost forgot, please remove 4 ground beef.","Remove 3 ground beef... wait, actually make it 4."
cmd_0720,remove,apples,7,Remove 7 apples.,remove 7 apples pls,"So, uh, for the apples, let's remove 7.","Remove 5 apples... wait, actually make it 7."
cmd_0721,add,headphones,9,Add 9 headphones.,add 9 headphones rn,"Alright, so I also want to add 9 headphones.","I need 11 headphones, hold on, change that to 9."
cmd_0722,update,sugar,6,Update sugar to 6.,update sugar to 6,"Alright, so I also want to update 6 sugar.","Update 9 sugar... wait, actually make it 6."
cmd_0723,remove,laundry detergent,2,Remove 2 laundry detergent.,rmov 2 landry detergent rn,"Alright, so I also want to remove 2 laundry detergent.","Remove laundry detergent, let's say 5 of them... wait, double check that, just do 2."
cmd_0724,update,green tea,4,Update green tea to 4.,updt green tea to 4,"Hey, I changed my mind, can you update 4 green tea?","Update green tea, let's say 7 of them... wait, double check that, just do 4."
cmd_0725,remove,bird seed,10,Remove 10 bird seed.,remove 10 bird seed,"I was thinking, maybe remove 10 bird seed to the list.","Remove bird seed, let's say 8 of them... wait, double check that, just do 10."
cmd_0726,remove,tofu,4,Remove 4 tofu.,remove 4 tofu,"Uhm, let me see... could you please remove 4 tofu?","Remove tofu, let's say 3 of them... wait, double check that, just do 4."
cmd_0727,add,winter jacket,9,Add 9 winter jacket.,add 9 winter jacket,"Hey, I changed my mind, can you add 9 winter jacket?","Put 8 winter jacket in there... actually no, add 9 instead."
cmd_0728,update,body wash,2,Update body wash to 2.,updte body wash to 2,"I was thinking, maybe update 2 body wash to the list.","Put 4 body wash in there... actually no, update 2 instead."
cmd_0729,update,shampoo,8,Update shampoo to 8.,updt shampoo to 8,"I was thinking, maybe update 8 shampoo to the list.","Update shampoo, let's say 10 of them... wait, double check that, just do 8."
cmd_0730,add,laptop sleeve,5,Add 5 laptop sleeve.,add 5 lptp sleeve pls,"So, uh, for the laptop sleeve, let's add 5.","I need 4 laptop sleeve, hold on, change that to 5."
cmd_0731,remove,ground beef,1,Remove 1 ground beef.,remove 1 ground beef,"Hey, I changed my mind, can you remove 1 ground beef?","Put 4 ground beef in there... actually no, remove 1 instead."
cmd_0732,add,coffee beans,1,Add 1 coffee beans.,add 1 cffe beans rn,"I was thinking, maybe add 1 coffee beans to the list.","I need 3 coffee beans, hold on, change that to 1."
cmd_0733,remove,olive oil,2,Remove 2 olive oil.,remove 2 olive oil pls,"So, uh, for the olive oil, let's remove 2.","Remove 4 olive oil... wait, actually make it 2."
cmd_0734,remove,cheddar cheese,4,Remove 4 cheddar cheese.,remove 4 cheddar cheese,"Oh, I almost forgot, please remove 4 cheddar cheese.","Remove cheddar cheese, let's say 6 of them... wait, double check that, just do 4."
cmd_0735,remove,toothpaste,3,Remove 3 toothpaste.,remove 3 toothpaste,"Oh, I almost forgot, please remove 3 toothpaste.","Remove toothpaste, let's say 5 of them... wait, double check that, just do 3."
cmd_0736,add,balsamic vinegar,5,Add 5 balsamic vinegar.,add 5 balsamic vinegar pls,"So, uh, for the balsamic vinegar, let's add 5.","Add 8 balsamic vinegar... wait, actually make it 5."
cmd_0737,update,winter jacket,8,Update winter jacket to 8.,update winter jacket to 8 pls,"Oh, I almost forgot, please update 8 winter jacket.","Update 7 winter jacket... wait, actually make it 8."
